added,collx_id,number,name,team,year,brand,set,flags,condition,front_image,back_image,market_value,asking_price,sold_for_price,location,notes
7/20/24,437767001,058/102,Pikachu,,0,,Base Set,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437767001-front.jpg,,,5,,,
7/20/24,437766980,36/62,Golem,,1999,,Fossil,Uncommon,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437766980-front.jpg,,1.00,1,,,
7/20/24,437766983,32/62,Cloyster,,1999,,Fossil,Uncommon,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437766983-front.jpg,,2.00,1,,,
7/20/24,437766987,32/62,Cloyster,,1999,,Fossil,Uncommon,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437766987-front.jpg,,2.00,1,,,
7/20/24,437766951,47/64,Tauros,,1999,,Jungle,Uncommon,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437766951-front.jpg,,0.51,1,,,
7/20/24,437766958,55/62,Slowpoke,,1999,,Fossil,Common,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437766958-front.jpg,,1.10,1,,,
7/20/24,437766963,55/62,Slowpoke,,1999,,Fossil,Common,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437766963-front.jpg,,1.10,1,,,
7/20/24,437766964,31/82,Dark Weezing (31),,2000,,Team Rocket,Rare,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437766964-front.jpg,,2.00,5,,,
7/20/24,437766966,58/82,Koffing,,2000,,Team Rocket,Common,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437766966-front.jpg,,0.50,1,,,
7/20/24,437544516,159,Joe Boever,Philadelphia Phillies,1991,Topps,1991 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544516-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544516-back.jpg,0.07,1,,COCONUT SUNRISE,
7/20/24,437544517,628,Sammy Sosa,Chicago Cubs,1992,,1992 Stadium Club,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544517-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544517-back.jpg,1.11,1,,COCONUT SUNRISE,
7/20/24,437544518,420,Don Mattingly,New York Yankees,1992,,1992 Stadium Club,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544518-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544518-back.jpg,0.99,4,,COCONUT SUNRISE,
7/20/24,437544520,PSF-LF,Larry Fitzgerald,Arizona Cardinals,2006,Upper Deck,2006 Upper Deck - Rookie Exclusive Edition UD Rookie Photo Shoot Flashback,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544520-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544520-back.jpg,1.64,1.25,,COCONUT SUNRISE,
7/20/24,437544522,53,Jerry Rice,San Francisco 49ers,1992,,1992 Pro Line Mobil,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544522-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544522-back.jpg,0.20,75,,,
7/20/24,437544507,250,Greg Jennings,Green Bay Packers,2006,Upper Deck,2006 Upper Deck - Rookie Exclusive Edition Star Rookies,RC,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544507-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544507-back.jpg,0.66,1,,COCONUT SUNRISE,
7/20/24,437544510,23,DeMario Pressley,NC State Wolfpack,2008,Upper Deck,2008 Upper Deck Draft Edition - Red,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544510-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544510-back.jpg,2.20,1,,COCONUT SUNRISE,
7/20/24,437544513,236,Junior Seau,San Diego Chargers,1996,,1996 Upper Deck,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544513-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544513-back.jpg,0.18,0.18,,COCONUT SUNRISE,
7/20/24,437544514,383,John Settle,Atlanta Falcons,1990,Fleer,1990 Fleer,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544514-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544514-back.jpg,2.50,1,,COCONUT SUNRISE,
7/20/24,437544515,8,Xander Bogaerts,Boston Red Sox,2022,Topps,2022 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544515-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544515-back.jpg,3.00,0.54,,COCONUT SUNRISE,
7/20/24,437544495,77,Billy Sims,Detroit Lions,2008,Upper Deck,2008 Upper Deck Masterpieces,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544495-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544495-back.jpg,0.99,1,,COCONUT SUNRISE,
7/20/24,437544496,56,Kevin Smith,Detroit Lions,2008,Upper Deck,2008 Upper Deck Masterpieces,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544496-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544496-back.jpg,0.18,1,,COCONUT SUNRISE,
7/20/24,437544497,34,Franco Harris,Pittsburgh Steelers,2008,Upper Deck,2008 Upper Deck Masterpieces,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544497-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544497-back.jpg,1.69,1.5,,COCONUT SUNRISE,
7/20/24,437544499,17,Devin Thomas,Washington Redskins,2008,Upper Deck,2008 Upper Deck Masterpieces,RC,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544499-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544499-back.jpg,0.06,10,,COCONUT SUNRISE,
7/20/24,437544503,536a,Russell Maryland,Dallas Cowboys,1991,,1991 Pacific,RC,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544503-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544503-back.jpg,1.00,1,,COCONUT SUNRISE,
7/20/24,437544484,88,Walter Payton,Chicago Bears,2008,Upper Deck,2008 Upper Deck Masterpieces,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544484-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544484-back.jpg,2.10,2,,COCONUT SUNRISE,
7/20/24,437544485,80,Tim Lincecum,San Francisco Giants,2008,Upper Deck,2008 Upper Deck Masterpieces,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544485-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544485-back.jpg,1.59,1,,COCONUT SUNRISE,
7/20/24,437544486,88,Frank Thomas,Toronto Blue Jays,2008,Upper Deck,2008 Upper Deck Masterpieces,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544486-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544486-back.jpg,0.18,1,,COCONUT SUNRISE,
7/20/24,437544490,65,Jorge Posada,New York Yankees,2008,Upper Deck,2008 Upper Deck Masterpieces,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544490-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544490-back.jpg,1.18,2,,COCONUT SUNRISE,
7/20/24,437544491,66,Robinson Cano,New York Yankees,2008,Upper Deck,2008 Upper Deck Masterpieces,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544491-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544491-back.jpg,0.48,1,,COCONUT SUNRISE,
7/20/24,437544474,76,Steve Slaton,Houston Texans,2008,Upper Deck,2008 Upper Deck Masterpieces,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544474-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544474-back.jpg,0.99,1,,COCONUT SUNRISE,
7/20/24,437544475,66,Chris Long,St. Louis Rams,2008,Upper Deck,2008 Upper Deck Masterpieces,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544475-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544475-back.jpg,1.89,2,,COCONUT SUNRISE,
7/20/24,437544476,75,Adrian Peterson,Minnesota Vikings,2008,Upper Deck,2008 Upper Deck Masterpieces,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544476-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544476-back.jpg,1.25,2,,COCONUT SUNRISE,
7/20/24,437544477,28,Dwight Clark,San Francisco 49ers,2008,Upper Deck,2008 Upper Deck Masterpieces,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544477-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544477-back.jpg,1.69,4,,COCONUT SUNRISE,
7/20/24,437544478,53,Eddie Royal,Denver Broncos,2008,Upper Deck,2008 Upper Deck Masterpieces,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544478-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544478-back.jpg,0.48,1,,COCONUT SUNRISE,
7/20/24,437544479,32,Joe Flacco,Baltimore Ravens,2008,Upper Deck,2008 Upper Deck Masterpieces,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544479-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544479-back.jpg,1.40,5,,COCONUT SUNRISE,
7/20/24,437544465,94,Torii Hunter,Los Angeles Angels,2008,Upper Deck,2008 Upper Deck Goudey,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544465-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544465-back.jpg,0.51,1,,COCONUT SUNRISE,
7/20/24,437544466,108,Corey Hart,Milwaukee Brewers,2008,Upper Deck,2008 Upper Deck Goudey,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544466-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544466-back.jpg,0.66,1,,COCONUT SUNRISE,
7/20/24,437544468,74,Luke Hochevar,Kansas City Royals,2008,Upper Deck,2008 Upper Deck Masterpieces,RC,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544468-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544468-back.jpg,0.26,1,,COCONUT SUNRISE,
7/20/24,437544470,4,Chipper Jones,Atlanta Braves,2008,Upper Deck,2008 Upper Deck Masterpieces,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544470-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544470-back.jpg,1.20,1,,COCONUT SUNRISE,
7/20/24,437544472,41,Dustin Keller,New York Jets,2008,Upper Deck,2008 Upper Deck Masterpieces,RC,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544472-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544472-back.jpg,0.35,1,,COCONUT SUNRISE,
7/20/24,437544455,48,Jerry Rice,San Francisco 49ers,1992,,1992 Pro Line Mobil,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544455-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544455-back.jpg,0.99,75,,,
7/20/24,437544456,194,Troy Aikman,Dallas Cowboys,1991,,1991 Pro Line Portraits,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544456-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544456-back.jpg,,10,,,
7/20/24,437544457,705,John Brantley,Birmingham Fire,1991,,1991 Pro Set,RC,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544457-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544457-back.jpg,0.19,2,,COCONUT SUNRISE,
7/20/24,437544461,604,Steve Young,San Francisco 49ers,1993,,1993 Pro Line Profiles,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544461-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544461-back.jpg,0.18,2,,COCONUT SUNRISE,
7/20/24,437544463,278,Paul Gruber,Tampa Bay Buccaneers,1991,,1991 Pro Set Platinum,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544463-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544463-back.jpg,0.07,1,,COCONUT SUNRISE,
7/20/24,437544464,18,Mouse Davis,New York/New Jersey Knights,1991,,1991 Pro Set - World League Collectibles (WLAF Inserts),,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544464-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544464-back.jpg,0.44,1,,COCONUT SUNRISE,
7/20/24,437544446,50,Jerry Rice,San Francisco 49ers,1992,,1992 Pro Line Mobil,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544446-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544446-back.jpg,0.99,75,,,
7/20/24,437544447,49,Jerry Rice,San Francisco 49ers,1992,,1992 Pro Line Mobil,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544447-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544447-back.jpg,,75,,,
7/20/24,437544449,47,Jerry Rice,San Francisco 49ers,1992,,1992 Pro Line Mobil,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544449-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544449-back.jpg,,75,,,
7/20/24,437544450,51,Jerry Rice,San Francisco 49ers,1992,,1992 Pro Line Mobil,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544450-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544450-back.jpg,0.99,75,,,
7/20/24,437544451,52,Jerry Rice,San Francisco 49ers,1992,,1992 Pro Line Mobil,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544451-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544451-back.jpg,,75,,,
7/20/24,437544454,46,Jerry Rice,San Francisco 49ers,1992,,1992 Pro Line Mobil,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544454-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544454-back.jpg,1.16,75,,,
7/20/24,437544438,284,Wally Joyner / Dale Murphy IDOL,,1992,Pinnacle,1992 Pinnacle,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544438-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544438-back.jpg,1.50,1.2,,COCONUT SUNRISE,
7/20/24,437544441,145,Jason Taylor,Miami Dolphins,2018,Panini,2018 Panini Classics,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544441-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544441-back.jpg,1.41,1.2,,COCONUT SUNRISE,
7/20/24,437544444,2,Michael Pittman,Arizona Cardinals,1998,,1998 Playoff Contenders - Leather,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544444-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544444-back.jpg,0.24,10,,COCONUT SUNRISE,
7/20/24,437544427,55,Adrian Peterson,Minnesota Vikings,2008,Leaf,,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544427-front.jpg,,,15,,,
7/20/24,437544428,RC127,Rusty Wallace,Penske Racing South,1996,Upper Deck,1996 Upper Deck Road to the Cup,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544428-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544428-back.jpg,,2,,COCONUT SUNRISE,
7/20/24,437544430,RC26,Joe Nemechek,NEMCO Motorsports,1996,Upper Deck,1996 Upper Deck Road to the Cup,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544430-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544430-back.jpg,,1,,COCONUT SUNRISE,
7/20/24,437544432,312,Jamal Mashburn,,1993,,1993 Classic Four Sport,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544432-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544432-back.jpg,0.17,4,,COCONUT SUNRISE,
7/20/24,437544433,DS41,Chris Webber,Michigan Wolverines,1993,,1993 Classic Four Sport - Draft Stars,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544433-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544433-back.jpg,2.87,1,,COCONUT SUNRISE,
7/20/24,437544436,1,Shaquille O'Neal,,1992,,1992 Classic Draft Picks,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544436-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544436-back.jpg,1.29,10,,,
7/20/24,437544418,PDP9,Sam Bachman,Miami (OH) RedHawks,2021,Panini,2021 Panini Prizm Draft Picks - Blue Velocity Prizm,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544418-front.jpg,,0.17,4,,COCONUT SUNRISE,
7/20/24,437544421,PDP216,Matt Rudick,San Diego State Aztecs,2021,Panini,2021 Panini Prizm Draft Picks - Blue Velocity Prizm,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544421-front.jpg,,0.17,4,,COCONUT SUNRISE,
7/20/24,437544422,PDP75,Tyler McDonough,,2021,Panini,2021 Panini Prizm Draft Picks - Blue Velocity Prizm,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544422-front.jpg,,0.17,4,,COCONUT SUNRISE,
7/20/24,437544423,16,Kevin Durant,Texas Longhorns,2021,Panini,2021 Panini Prizm Draft Picks - Fireworks Prizms Silver,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544423-front.jpg,,3.01,4,,COCONUT SUNRISE,
7/20/24,437544424,14,Donovan Mitchell,Cleveland Cavaliers,2022,Prizm,2022-23 Panini Prizm - Dominance,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544424-front.jpg,,1.40,3,,COCONUT SUNRISE,
7/20/24,437544426,243,Jalen Duren,Detroit Pistons,2022,,2022-23 Hoops - Teal Explosion,RC,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544426-front.jpg,,2.62,5,,COCONUT SUNRISE,
7/20/24,437544406,PDP209,Clay Dungan,Indiana State Sycamores,2021,,2021 Panini Prizm Draft Picks - Green Pulsar Prizm,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544406-front.jpg,,1.41,5,,COCONUT SUNRISE,
7/20/24,437544412,PDP63,Kyle Manzardo,Washington State Cougars,2021,Panini,2021 Panini Prizm Draft Picks - Green Pulsar Prizm,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544412-front.jpg,,1.25,5,,COCONUT SUNRISE,
7/20/24,437544413,PDP140,Evan Justice,,2021,Panini,2021 Panini Prizm Draft Picks - Green Pulsar Prizm,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544413-front.jpg,,1.40,5,,COCONUT SUNRISE,
7/20/24,437544414,PDP192,Emmet Sheehan,Boston College Eagles,2021,Panini,2021 Panini Prizm Draft Picks - Green Pulsar Prizm,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544414-front.jpg,,4.99,5,,COCONUT SUNRISE,
7/20/24,437544415,PDP173,Michael Kirian,Louisville Cardinals,2021,Panini,2021 Panini Prizm Draft Picks - Blue Velocity Prizm,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544415-front.jpg,,,4,,COCONUT SUNRISE,
7/20/24,437544417,PDP151,Gordon Graceffo,Villanova Wildcats,2021,Panini,2021 Panini Prizm Draft Picks - Blue Velocity Prizm,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544417-front.jpg,,0.17,4,,COCONUT SUNRISE,
7/20/24,437544402,PWR-JTA,Jonathan Taylor,Indianapolis Colts,2022,Panini,2022 Panini Contenders - Power Players Emerald,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544402-front.jpg,,0.87,3,,COCONUT SUNRISE,
7/20/24,437544403,PDP153,Tyler Hardman,Oklahoma Sooners,2021,Panini,2021 Panini Prizm Draft Picks - Red Velocity Prizm,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544403-front.jpg,,0.99,5,,COCONUT SUNRISE,
7/20/24,437544405,PDP57,Wes Kath,Desert Mountain (AZ) Wolves,2021,Panini,2021 Panini Prizm Draft Picks - Green Pulsar Prizm,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544405-front.jpg,,1.34,5,,COCONUT SUNRISE,
7/20/24,437544390,202,Luguentz Dort,Oklahoma City Thunder,2022,,2022-23 Hoops - Teal Explosion,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544390-front.jpg,,1.50,1.5,,COCONUT SUNRISE,
7/20/24,437544393,MVP-KCO,Kirk Cousins,Minnesota Vikings,2022,Panini,2022 Panini Contenders - MVP Contenders Emerald,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544393-front.jpg,,0.16,1,,COCONUT SUNRISE,
7/20/24,437544395,TM-20,Kyler Murray,Arizona Cardinals,2021,Panini,2021 Panini Mosaic - Touchdown Masters,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544395-front.jpg,,1.62,1,,COCONUT SUNRISE,
7/20/24,437544397,147,CJ McCollum,Portland Trail Blazers,2020,Panini,2020-21 Panini Flux - Blue Cracked Ice,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544397-front.jpg,,2.43,3,,COCONUT SUNRISE,
7/20/24,437544398,95,Larry Bird,Indiana State Sycamores,2023,Prizm,2023 Panini Prizm Draft Picks - Purple Wave,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544398-front.jpg,,1.99,2.5,,COCONUT SUNRISE,
7/20/24,437544401,200,Eli Apple,Ohio State Buckeyes,2016,Panini,2016 Panini Prizm Collegiate Draft Picks,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544401-front.jpg,,0.18,1,,COCONUT SUNRISE,
7/20/24,437544381,165,Becky Hammon,San Antonio Stars,2022,Prizm,2022 Panini Prizm WNBA - Green,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544381-front.jpg,,1.19,2.5,,COCONUT SUNRISE,
7/20/24,437544383,74,Anneli Maley,Chicago Sky,2022,Panini,2022 Panini Prizm WNBA - Green,RC,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544383-front.jpg,,2.29,2,,COCONUT SUNRISE,
7/20/24,437544384,190,Nicholas Gioacchini,USA,2021,,2021-22 Donruss - Optic,RC,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544384-front.jpg,,1.50,2,,COCONUT SUNRISE,
7/20/24,437544387,196,Matias Vina,Uruguay,2021,Optic,2021-22 Donruss - Optic Holo,RC,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544387-front.jpg,,1.05,2,,COCONUT SUNRISE,
7/20/24,437544388,3,Jalen Suggs,Gonzaga Bulldogs,2021,Prizm,2021 Panini Prizm Draft Picks - Widescreen,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544388-front.jpg,,2.99,2,,COCONUT SUNRISE,
7/20/24,437544374,RYA-MG,Michael Gallup,Dallas Cowboys,2018,Panini,2018 Panini Contenders - Rookie of the Year Contenders,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544374-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544374-back.jpg,1.99,2.39,,COCONUT SUNRISE,
7/20/24,437544376,144,Trey Lance,North Dakota State Bison,2021,Panini,2021 Panini Legacy,RC,Excellent,https://storage.googleapis.com/collx-user-cards/60754-437544376-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544376-back.jpg,7.21,6,,COCONUT SUNRISE,
7/20/24,437544379,56,Melvin Gordon,Los Angeles Chargers,2018,Panini,2018 Panini Absolute,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544379-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544379-back.jpg,0.18,1,,COCONUT SUNRISE,
7/20/24,437544380,33,Brendan Rodgers,Colorado Rockies,2021,Panini,2021 Panini Chronicles - America's Pastime Swatches Blue,"MEM, SN99",Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544380-front.jpg,,,4,,COCONUT SUNRISE,
7/20/24,437544363,74bs-61,al kaline / spencer torkelson / javier baez / riley greene,Detroit Tigers,2023,Topps,,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544363-front.jpg,,,5,,,
7/20/24,437544364,192,Reggie Bush,New Orleans Saints,2006,,2006 Topps Turkey Red,RC,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544364-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544364-back.jpg,0.18,2.5,,COCONUT SUNRISE,
7/20/24,437544365,245,Rondale Moore,Purdue Boilermakers,2021,Panini,2021 Panini Chronicles Draft Picks - Purple,SN49,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544365-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544365-back.jpg,16.37,10,,COCONUT SUNRISE,
7/20/24,437544368,II8,D'Andre Swift,Detroit Lions,2020,Panini,2020 Panini Illusions - Instant Impact,MEM,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544368-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544368-back.jpg,3.50,3.37,,COCONUT SUNRISE,
7/20/24,437544370,246,AL HRs Leaders (Aaron Judge / Mike Trout / Yordan Alvarez),,2023,Topps,2023 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544370-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544370-back.jpg,0.99,3,,COCONUT SUNRISE,
7/20/24,437544372,711,Ken Griffey,Atlanta Braves,1987,Topps,1987 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544372-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544372-back.jpg,1.22,15,,COCONUT SUNRISE,
7/20/24,437544349,257,Micah Parsons,Dallas Cowboys,2021,Panini,2021 Panini Mosaic - Prizm Camo Pink,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544349-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544349-back.jpg,3.49,4.12,,COCONUT SUNRISE,
7/20/24,437544350,7,Lamar Jackson,Baltimore Ravens,2020,Panini,2020 Panini Chronicles - Teal,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544350-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544350-back.jpg,14.16,1,,COCONUT SUNRISE,
7/20/24,437544351,109,Mac Jones,New England Patriots,2021,Panini,2021 Panini Absolute - Retail,RC,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544351-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544351-back.jpg,2.99,3.29,,COCONUT SUNRISE,
7/20/24,437544352,158,Cleveland Indians,Cleveland Indians,1958,Topps,1958 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544352-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544352-back.jpg,17.00,17,,COCONUT SUNRISE,
7/20/24,437544356,30,Luis Robert,Chicago White Sox,2021,Topps,2021 Topps Gallery,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544356-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544356-back.jpg,1.59,2.25,,COCONUT SUNRISE,
7/20/24,437544340,303,Trey Lance,San Francisco 49ers,2021,Panini,2021 Panini Mosaic - Prizm Camo Pink,RC,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544340-front.jpg,,1.99,3.84,,COCONUT SUNRISE,
7/20/24,437544342,130,Movsar Evloev,,2022,Panini,2022 Panini Prizm UFC - Green,RC,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544342-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544342-back.jpg,5.05,3,,COCONUT SUNRISE,
7/20/24,437544344,129,Billy Quarantillo,,2022,Prizm,2022 Panini Prizm UFC - Green,RC,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-437544344-front.jpg,https://storage.googleapis.com/collx-user-cards/60754-437544344-back.jpg,1.47,3,,COCONUT SUNRISE,
